Interaction_ID,Bait_UniProt,Bait_Gene,Prey_UniProt,Prey_Gene,ipSAE,Confidence,iPTM,Interface_pLDDT,PAE_Contacts_<3A,PAE_Contacts_<6A,Analysis_Version,AlphaFold_Version,Has_Experimental_Validation,Validation_Details
137,Q96FT9,IFT43,Q9BQA1,WDR77,0.45104665,Low,0.65,83.16839,7,25,v4,AF3,No,
114,Q96AJ1,CLUAP1,Q9Y6A4,CFAP20,0.45032433,Low,0.74,84.57181,6,20,v4,AF3,No,
38,Q13099,IFT88,Q8NFH5,NUP35,0.44999698,Low,0.37,84.26941,6,30,v4,AF3,No,
406,Q9BXC9,BBS2,A6NIH7,UNC119B,0.4488457,Low,0.59,86.542885,,17,v4,AF3,No,
82,Q8N4P2,IFT70B,P50607,TUB,0.44865564,Low,0.63,79.16881,,14,v4,AF3,No,
912,O75386,TULP3,Q9UPM9,B9D1,0.44820905,Low,0.65,81.473335,6,26,v4,AF3,No,
336,Q8N3I7,BBS5,Q53HC0,CCDC92,0.4474602,Low,0.58,85.5476,2,17,v4,AF3,No,
54,Q86WT1,IFT70A,P36873,PPP1CC,0.4473519,Low,0.74,89.542336,,23,v4,AF3,No,
186,Q9H7X7,IFT22,Q9BQA1,WDR77,0.44720742,Low,0.63,85.00419,2,18,v4,AF3,No,
913,O75386,TULP3,Q86Y33,CDC20B,0.44661376,Low,0.51,82.12351,,16,v4,AF3,No,
138,Q96FT9,IFT43,P63244,RACK1,0.44604453,Low,0.65,88.09287,2,10,v4,AF3,No,
275,Q9Y547,IFT25,Q5H9T9,FSCB,0.44604236,Low,0.84,89.83172,,25,v4,AF3,No,
219,Q9NQC8,IFT46,Q8WYR4,RSPH1,0.44596335,Low,0.52,83.816765,3,29,v4,AF3,No,
220,Q9NQC8,IFT46,O14965,AURKA,0.44517395,Low,0.54,82.509155,4,21,v4,AF3,No,
139,Q96FT9,IFT43,Q96CB9,NSUN4,0.44453582,Low,0.62,90.35255,1,25,v4,AF3,No,
276,Q9Y547,IFT25,A6NCL1,GMNC,0.4440409,Low,0.79,88.60261,,30,v4,AF3,No,
914,O75386,TULP3,O95831,AIFM1,0.44381914,Low,0.5,81.87247,1,21,v4,AF3,No,
187,Q9H7X7,IFT22,Q33E94,RFX4,0.44263896,Low,0.79,81.99321,,20,v4,AF3,No,
961,Q9UNT1,RABL2B,Q9P2B7,CFAP97,0.4423532,Low,0.67,84.426926,5,25,v4,AF3,No,
1001,A8MTZ0,BBIP1,P02787,TF,0.4421313,Low,0.58,83.15807,2,18,v4,AF3,No,
337,Q8N3I7,BBS5,Q5T124,UBXN11,0.4417846,Low,0.6,81.26418,,28,v4,AF3,No,
392,Q96RK4,BBS4,P58340,MLF1,0.44172603,Low,0.5,82.94177,8,34,v4,AF3,No,
140,Q96FT9,IFT43,P27361,MAPK3,0.44102395,Low,0.66,89.07,,9,v4,AF3,No,
426,Q9H0F7,ARL6,P58418,CLRN1,0.44016024,Low,0.65,80.410995,15,31,v4,AF3,No,
210,Q9HBG6,IFT122,P0DI83,RAB34,0.43954402,Low,0.42,79.64436,,42,v4,AF3,No,
962,Q9UNT1,RABL2B,Q8IU60,DCP2,0.4392566,Low,0.67,86.60904,,14,v4,AF3,No,
427,Q9H0F7,ARL6,P00568,AK1,0.43688434,Low,0.66,82.51611,5,27,v4,AF3,No,
393,Q96RK4,BBS4,P51157,RAB28,0.43605924,Low,0.68,81.84723,,52,v4,AF3,No,
141,Q96FT9,IFT43,Q12834,CDC20,0.43529466,Low,0.5,87.06643,,27,v4,AF3,No,
142,Q96FT9,IFT43,Q8IWZ6,BBS7,0.43480676,Low,0.57,84.29827,2,14,v4,AF3,No,
428,Q9H0F7,ARL6,P60900,PSMA6,0.43348762,Low,0.65,84.28056,,18,v4,AF3,No,
915,O75386,TULP3,O75386,TULP3,0.43296635,Low,0.51,85.83607,,43,v4,AF3,No,
277,Q9Y547,IFT25,P54257,HAP1,0.4329207,Low,0.81,84.987144,,25,v4,AF3,No,
143,Q96FT9,IFT43,Q8NHY2,COP1,0.43273684,Low,0.46,81.601105,,26,v4,AF3,No,
144,Q96FT9,IFT43,Q9UQ07,MOK,0.43265173,Low,0.52,86.04908,,24,v4,AF3,No,
916,O75386,TULP3,Q02383,SEMG2,0.43140483,Low,0.51,87.17055,,11,v4,AF3,No,
145,Q96FT9,IFT43,P35222,CTNNB1,0.4311003,Low,0.51,85.475784,,24,v4,AF3,No,
917,O75386,TULP3,P36404,ARL2,0.4303149,Low,0.48,81.62309,,4,v4,AF3,No,
278,Q9Y547,IFT25,Q15907,RAB11B,0.4302718,Low,0.72,83.126114,,52,v4,AF3,No,
55,Q86WT1,IFT70A,Q92734,TFG,0.43008703,Low,0.57,83.08563,,24,v4,AF3,No,
963,Q9UNT1,RABL2B,Q8NFH5,NUP35,0.4296482,Low,0.65,90.38,,3,v4,AF3,No,
188,Q9H7X7,IFT22,P32969,RPL9,0.42946887,Low,0.67,86.03844,,20,v4,AF3,No,
918,O75386,TULP3,Q6IQ55,TTBK2,0.4288785,Low,0.55,76.31667,,78,v4,AF3,No,
304,Q8IWZ6,BBS7,Q16254,E2F4,0.42865106,Low,0.63,82.002914,,32,v4,AF3,No,
221,Q9NQC8,IFT46,Q9UPZ9,CILK1,0.42853156,Low,0.41,83.75283,6,25,v4,AF3,No,
10,A0AVF1,IFT56,Q9ULC3,RAB23,0.42794436,Low,0.53,81.48128,,35,v4,AF3,No,
11,A0AVF1,IFT56,Q86YC2,PALB2,0.42624694,Low,0.58,80.0878,,28,v4,AF3,No,
39,Q13099,IFT88,P50750,CDK9,0.4260911,Low,0.69,87.64963,,8,v4,AF3,No,
189,Q9H7X7,IFT22,Q9NSC2,SALL1,0.42600307,Low,0.82,75.22258,,25,v4,AF3,No,
190,Q9H7X7,IFT22,P62937,PPIA,0.4257262,Low,0.72,87.535614,1,40,v4,AF3,No,
12,A0AVF1,IFT56,P24752,ACAT1,0.42565584,Low,0.51,76.01735,,63,v4,AF3,No,
338,Q8N3I7,BBS5,P51955,NEK2,0.42534652,Low,0.59,81.179955,,34,v4,AF3,No,
13,A0AVF1,IFT56,O15182,CETN3,0.4253413,Low,0.51,86.35313,,44,v4,AF3,No,
279,Q9Y547,IFT25,P43490,NAMPT,0.42510745,Low,0.76,87.10188,,40,v4,AF3,No,
1002,A8MTZ0,BBIP1,Q8TC99,FNDC8,0.42503467,Low,0.36,87.71528,15,31,v4,AF3,No,
14,A0AVF1,IFT56,P55786,NPEPPS,0.42464048,Low,0.66,89.14395,,8,v4,AF3,No,
256,Q9Y366,IFT52,Q13099,IFT88,0.424556,Low,0.53,78.733604,1,124,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Y2H"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": """", ""pmid"": ""20844675"", ""notes"": ""Y2H evidence of direct protein-protein interaction."", ""study"": ""Lucker et al., 2010"", ""method"": ""Y2H"", ""confidence"": ""high"", ""bait_protein"": ""IFT88""}, {""pmid"": ""26912722"", ""notes"": ""IFT88/52N directly contacts IFT57/38"", ""study"": ""Taschner et al., 2016"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT88""}, {""pmid"": ""36354106"", ""notes"": ""IFT88(1-437)/70/52(281-360) crystal structure"", ""study"": ""Petriman et al., 2022"", ""method"": ""Crystal structure"", ""confidence"": ""high""}]}"
339,Q8N3I7,BBS5,Q9H9P8,L2HGDH,0.42421007,Low,0.6,78.62655,,13,v4,AF3,No,
429,Q9H0F7,ARL6,P68400,CSNK2A1,0.42354447,Low,0.66,88.91676,,17,v4,AF3,No,
83,Q8N4P2,IFT70B,Q8IW35,CEP97,0.422839,Low,0.49,83.38121,,21,v4,AF3,No,
67,Q8IY31,IFT20,O15042,U2SURP,0.42216143,Low,0.61,90.78345,9,25,v4,AF3,No,
964,Q9UNT1,RABL2B,Q96HS1,PGAM5,0.42198226,Low,0.62,83.97018,,20,v4,AF3,No,
305,Q8IWZ6,BBS7,P04264,KRT1,0.42191344,Low,0.65,84.415695,,28,v4,AF3,No,
340,Q8N3I7,BBS5,Q92949,FOXJ1,0.42182377,Low,0.58,81.74045,11,39,v4,AF3,No,
15,A0AVF1,IFT56,P60953,CDC42,0.42100388,Low,0.59,81.29059,,40,v4,AF3,No,
306,Q8IWZ6,BBS7,Q96AJ1,CLUAP1,0.42098248,Low,0.62,,,1,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 1, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""CLUAP1""}]}"
990,Q3SYG4,BBS9,P53621,COPA,0.41989693,Low,0.42,85.3344,,30,v4,AF3,No,
40,Q13099,IFT88,Q9Y366,IFT52,0.4194569,Low,0.53,77.80911,8,164,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Y2H"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": """", ""pmid"": ""20844675"", ""notes"": ""Y2H evidence of direct protein-protein interaction."", ""study"": ""Lucker et al., 2010"", ""method"": ""Y2H"", ""confidence"": ""high"", ""bait_protein"": ""IFT88""}, {""pmid"": ""26912722"", ""notes"": ""IFT88/52N directly contacts IFT57/38"", ""study"": ""Taschner et al., 2016"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT88""}, {""pmid"": ""36354106"", ""notes"": ""IFT88(1-437)/70/52(281-360) crystal structure"", ""study"": ""Petriman et al., 2022"", ""method"": ""Crystal structure"", ""confidence"": ""high""}]}"
919,O75386,TULP3,P49757,NUMB,0.41902864,Low,0.45,87.247475,4,40,v4,AF3,No,
920,O75386,TULP3,P05091,ALDH2,0.41889378,Low,0.67,89.03865,,16,v4,AF3,No,
68,Q8IY31,IFT20,Q6V702,CFAP299,0.4164617,Low,0.53,83.707466,,59,v4,AF3,No,
921,O75386,TULP3,Q9ULC3,RAB23,0.4164357,Low,0.61,84.2634,5,42,v4,AF3,No,
965,Q9UNT1,RABL2B,A8MTQ0,NOTO,0.41458648,Low,0.61,82.26418,,9,v4,AF3,No,
922,O75386,TULP3,P06748,NPM1,0.41324043,Low,0.48,80.86798,18,37,v4,AF3,No,
177,Q9BW83,IFT27,Q9Y295,DRG1,0.41278097,Low,0.73,83.16018,,19,v4,AF3,No,
430,Q9H0F7,ARL6,P35998,PSMC2,0.411476,Low,0.68,82.01122,1,31,v4,AF3,No,
115,Q96AJ1,CLUAP1,P46439,GSTM5,0.41093746,Low,0.71,86.61791,1,20,v4,AF3,No,
307,Q8IWZ6,BBS7,P04259,KRT6B,0.41076463,Low,0.63,82.903496,,27,v4,AF3,No,
280,Q9Y547,IFT25,Q9BRQ6,CHCHD6,0.40989566,Low,0.73,85.14839,16,35,v4,AF3,No,
257,Q9Y366,IFT52,Q96AJ1,CLUAP1,0.4096136,Low,0.49,83.270294,,22,v4,AF3,No,
1003,A8MTZ0,BBIP1,P11908,PRPS2,0.40914613,Low,0.58,80.31426,1,30,v4,AF3,No,
41,Q13099,IFT88,Q8NEG2,C7orf57,0.40838784,Low,0.37,83.055885,12,15,v4,AF3,No,
367,Q8NFJ9,BBS1,Q14990,ODF1,0.40591097,Low,0.5,81.74314,,41,v4,AF3,No,
394,Q96RK4,BBS4,P62424,RPL7A,0.40581217,Low,0.6,83.64888,,33,v4,AF3,No,
991,Q3SYG4,BBS9,P0C881,RSPH10B,0.40576124,Low,0.45,79.25713,,18,v4,AF3,No,
116,Q96AJ1,CLUAP1,Q9Y366,IFT52,0.40562198,Low,0.49,82.58753,2,32,v4,AF3,No,
281,Q9Y547,IFT25,Q5JTW2,CEP78,0.40551123,Low,0.79,81.54986,,17,v4,AF3,No,
1004,A8MTZ0,BBIP1,Q8N119,MMP21,0.40541458,Low,0.53,79.40936,4,23,v4,AF3,No,
282,Q9Y547,IFT25,Q86UE8,TLK2,0.40504247,Low,0.8,75.682304,,25,v4,AF3,No,
240,Q9P2H3,IFT80,P34949,MPI,0.40363574,Low,0.73,88.211,,31,v4,AF3,No,
191,Q9H7X7,IFT22,P49755,TMED10,0.40286458,Low,0.68,85.37091,9,28,v4,AF3,No,
211,Q9HBG6,IFT122,P50607,TUB,0.40257215,Low,0.34,73.096405,,7,v4,AF3,No,
258,Q9Y366,IFT52,Q9NSD9,FARSB,0.40129772,Low,0.43,81.69697,5,26,v4,AF3,No,
117,Q96AJ1,CLUAP1,P35680,HNF1B,0.39970323,Low,0.35,86.943275,2,10,v4,AF3,No,
146,Q96FT9,IFT43,P07237,P4HB,0.39961943,Low,0.58,82.02785,,15,v4,AF3,No,
923,O75386,TULP3,Q02878,RPL6,0.39888602,Low,0.48,78.55126,9,46,v4,AF3,No,
924,O75386,TULP3,Q969F8,KISS1R,0.39807716,Low,0.5,75.13509,,44,v4,AF3,No,
56,Q86WT1,IFT70A,O60755,GALR3,0.39795324,Low,0.61,76.884186,,24,v4,AF3,No,
118,Q96AJ1,CLUAP1,P12429,ANXA3,0.39782923,Low,0.65,91.32252,1,17,v4,AF3,No,
395,Q96RK4,BBS4,Q99501,GAS2L1,0.3960135,Low,0.55,81.33323,,21,v4,AF3,No,
341,Q8N3I7,BBS5,P21964,COMT,0.39564496,Low,0.59,88.44152,,15,v4,AF3,No,
342,Q8N3I7,BBS5,Q96J42,TXNDC15,0.39513463,Low,0.58,81.79935,,16,v4,AF3,No,
84,Q8N4P2,IFT70B,P37802,TAGLN2,0.39450788,Low,0.59,88.78442,,3,v4,AF3,No,
380,Q8TAM2,BBS8,P62805,H4C1,0.39438426,Low,0.48,82.195015,,52,v4,AF3,No,
47,Q7Z4L5,TTC21B,P26038,MSN,0.39376527,Low,0.56,84.59556,,23,v4,AF3,No,
241,Q9P2H3,IFT80,O95876,WDPCP,0.39365253,Low,0.66,76.29303,,8,v4,AF3,No,
16,A0AVF1,IFT56,Q9UPY8,MAPRE3,0.39358568,Low,0.58,85.021965,3,81,v4,AF3,No,
396,Q96RK4,BBS4,Q8BZG1,,0.39258134,Low,0.61,80.462776,,19,v4,AF3,No,
57,Q86WT1,IFT70A,Q6UW49,SPESP1,0.3924649,Low,0.52,83.392845,,17,v4,AF3,No,
343,Q8N3I7,BBS5,Q8N5Z5,KCTD17,0.39116016,Low,0.58,81.37359,,54,v4,AF3,No,
212,Q9HBG6,IFT122,P63010,AP2B1,0.39083967,Low,0.45,81.306305,,13,v4,AF3,No,
925,O75386,TULP3,Q9Y6A4,CFAP20,0.3907918,Low,0.74,79.79943,1,32,v4,AF3,No,
926,O75386,TULP3,P35240,NF2,0.39020503,Low,0.51,81.93128,4,28,v4,AF3,No,
119,Q96AJ1,CLUAP1,Q92845,KIFAP3,0.3900076,Low,0.49,87.695724,4,19,v4,AF3,No,
58,Q86WT1,IFT70A,Q96G28,CFAP36,0.3890867,Low,0.61,83.35233,,37,v4,AF3,No,
927,O75386,TULP3,P25788,PSMA3,0.3890328,Low,0.69,86.577896,1,26,v4,AF3,No,
69,Q8IY31,IFT20,Q9BTV5,FSD1,0.3887338,Low,0.45,80.32876,,13,v4,AF3,No,
966,Q9UNT1,RABL2B,Q9Y615,ACTL7A,0.38809472,Low,0.57,81.06912,,19,v4,AF3,No,
928,O75386,TULP3,Q86VQ0,LCA5,0.3875795,Low,0.5,81.1513,,15,v4,AF3,No,
259,Q9Y366,IFT52,P63244,RACK1,0.38714585,Low,0.69,84.80176,,26,v4,AF3,No,
147,Q96FT9,IFT43,P22612,PRKACG,0.38673952,Low,0.62,83.29019,,14,v4,AF3,No,
85,Q8N4P2,IFT70B,Q6J272,CIMIP2A,0.38654882,Low,0.53,82.643265,,20,v4,AF3,No,
148,Q96FT9,IFT43,Q9Y5B8,NME7,0.38619342,Low,0.56,86.70652,1,13,v4,AF3,No,
213,Q9HBG6,IFT122,O43303,CCP110,0.38522705,Low,0.44,75.534874,,21,v4,AF3,No,
101,Q8TDR0,TRAF3IP1,Q8IY31,IFT20,0.38520175,Low,0.61,88.61946,89,107,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""TRAF3IP1""}, {""pmid"": ""18364699"", ""notes"": ""C-terminal coiled-coil region of IFT54"", ""study"": ""Omori et al., 2008"", ""method"": ""Pulldown"", ""confidence"": ""medium""}, {""pmid"": ""19253336"", ""notes"": """", ""study"": ""Follit et al., 2009"", ""method"": ""Pulldown"", ""confidence"": ""medium""}, {""pmid"": ""26912722"", ""notes"": ""Stable IFT54/20 complex, Chlamydomonas"", ""study"": ""Taschner et al., 2016"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}]}"
120,Q96AJ1,CLUAP1,P10644,PRKAR1A,0.38504258,Low,0.55,81.55887,4,26,v4,AF3,No,
192,Q9H7X7,IFT22,Q15435,PPP1R7,0.3846583,Low,0.66,85.42123,,17,v4,AF3,No,
967,Q9UNT1,RABL2B,Q9NVQ4,FAIM,0.38406596,Low,0.59,85.0125,,24,v4,AF3,No,
86,Q8N4P2,IFT70B,Q8WVS4,DYNC2I1,0.38348436,Low,0.59,78.80695,,24,v4,AF3,No,
161,Q96LB3,IFT74,Q8WYA0,IFT81,0.38329783,Low,0.32,81.3546,168,682,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""XL-MS"", ""validation_count"": 5, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1016/j.cell.2024.07.024"", ""pmid"": ""39127041"", ""notes"": ""Cross-linking mass spectrometry (XL-MS) of retrograde IFT trains in Chlamydomonas reinhardtii. Cr-IFT74 (A0A2K3E6H6) ↔ Cr-IFT81 (A0A2K3CQG9) cross-link. Direct physical contact (~20-30Å). Confidence: high (in situ XL-MS)."", ""study"": ""Lacey et al., 2024"", ""method"": ""XL-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT74""}, {""doi"": """", ""pmid"": ""16199535"", ""notes"": ""Bacterial two-hybrid evidence of direct protein-protein interaction."", ""study"": ""Lucker et al., 2005"", ""method"": ""Bacterial two-hybrid"", ""confidence"": ""high"", ""bait_protein"": ""IFT81""}, {""doi"": """", ""pmid"": ""17522048"", ""notes"": ""Y2H evidence of direct protein-protein interaction."", ""study"": ""Kobayashi et al., 2007"", ""method"": ""Y2H"", ""confidence"": ""high"", ""bait_protein"": ""IFT81""}, {""pmid"": ""31267579"", ""notes"": """", ""study"": ""Wachter et al., EMBO J 2019"", ""method"": ""Crystal structure"", ""confidence"": ""high""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT81""}]}"
929,O75386,TULP3,O95402,MED26,0.38321906,Low,0.51,72.153885,,89,v4,AF3,No,
105,Q8WYA0,IFT81,Q96LB3,IFT74,0.38291755,Low,0.33,81.96353,134,664,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""XL-MS"", ""validation_count"": 5, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1016/j.cell.2024.07.024"", ""pmid"": ""39127041"", ""notes"": ""Cross-linking mass spectrometry (XL-MS) of retrograde IFT trains in Chlamydomonas reinhardtii. Cr-IFT74 (A0A2K3E6H6) ↔ Cr-IFT81 (A0A2K3CQG9) cross-link. Direct physical contact (~20-30Å). Confidence: high (in situ XL-MS)."", ""study"": ""Lacey et al., 2024"", ""method"": ""XL-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT74""}, {""doi"": """", ""pmid"": ""16199535"", ""notes"": ""Bacterial two-hybrid evidence of direct protein-protein interaction."", ""study"": ""Lucker et al., 2005"", ""method"": ""Bacterial two-hybrid"", ""confidence"": ""high"", ""bait_protein"": ""IFT81""}, {""doi"": """", ""pmid"": ""17522048"", ""notes"": ""Y2H evidence of direct protein-protein interaction."", ""study"": ""Kobayashi et al., 2007"", ""method"": ""Y2H"", ""confidence"": ""high"", ""bait_protein"": ""IFT81""}, {""pmid"": ""31267579"", ""notes"": """", ""study"": ""Wachter et al., EMBO J 2019"", ""method"": ""Crystal structure"", ""confidence"": ""high""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT81""}]}"
930,O75386,TULP3,Q13526,PIN1,0.38178462,Low,0.74,85.28468,3,33,v4,AF3,No,
214,Q9HBG6,IFT122,Q86SG6,NEK8,0.381783,Low,0.43,77.667854,,40,v4,AF3,No,
381,Q8TAM2,BBS8,P20073,ANXA7,0.3809133,Low,0.53,82.43399,,27,v4,AF3,No,
344,Q8N3I7,BBS5,Q2KHR2,RFX7,0.38056606,Low,0.67,81.584175,,21,v4,AF3,No,
149,Q96FT9,IFT43,Q9BTV5,FSD1,0.3799893,Low,0.46,89.02339,3,13,v4,AF3,No,
193,Q9H7X7,IFT22,Q7Z3G6,PRICKLE2,0.37907928,Low,0.77,69.54517,11,41,v4,AF3,No,
17,A0AVF1,IFT56,Q15691,MAPRE1,0.37879494,Low,0.53,84.09938,,67,v4,AF3,No,
382,Q8TAM2,BBS8,Q6UW49,SPESP1,0.3778332,Low,0.48,82.79913,,16,v4,AF3,No,
18,A0AVF1,IFT56,Q16566,CAMK4,0.3773666,Low,0.56,83.323586,,71,v4,AF3,No,
87,Q8N4P2,IFT70B,O60755,GALR3,0.3773611,Low,0.61,77.93734,,21,v4,AF3,No,
431,Q9H0F7,ARL6,Q86X76,NIT1,0.37682664,Low,0.66,84.71519,,45,v4,AF3,No,
194,Q9H7X7,IFT22,Q14938,NFIX,0.37656727,Low,0.74,77.0199,,8,v4,AF3,No,
308,Q8IWZ6,BBS7,Q6UVJ0,SASS6,0.37631884,Low,0.62,,,,v4,AF3,No,
178,Q9BW83,IFT27,Q495M9,USH1G,0.37624213,Low,0.71,80.62211,,25,v4,AF3,No,
931,O75386,TULP3,Q9H6L2,TMEM231,0.37612996,Low,0.53,79.25959,,24,v4,AF3,No,
150,Q96FT9,IFT43,P22674,CCNO,0.3756923,Low,0.55,88.13779,,18,v4,AF3,No,
249,Q9P2L0,WDR35,O14964,HGS,0.3756727,Low,0.53,80.49729,,22,v4,AF3,No,
106,Q8WYA0,IFT81,Q9H7X7,IFT22,0.37549278,Low,0.75,83.91212,3,13,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT81""}, {""pmid"": ""31267579"", ""notes"": ""Binds IFT74/81 complex"", ""study"": ""Wachter et al., EMBO J 2019"", ""method"": ""Crystal structure"", ""confidence"": ""high""}, {""pmid"": ""25349261"", ""notes"": ""Binds IFT74/81 complex"", ""study"": ""Taschner et al., 2014"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""pmid"": ""36354106"", ""notes"": ""Cross-links to central part of IFT81/74"", ""study"": ""Petriman et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}]}"
283,Q9Y547,IFT25,O75190,DNAJB6,0.37502557,Low,0.73,85.15981,4,40,v4,AF3,No,
309,Q8IWZ6,BBS7,O00444,PLK4,0.3746741,Low,0.58,77.10549,,29,v4,AF3,No,
88,Q8N4P2,IFT70B,Q96RT7,TUBGCP6,0.37441346,Low,0.64,78.6647,,13,v4,AF3,No,
19,A0AVF1,IFT56,Q6UW49,SPESP1,0.37390724,Low,0.55,82.85508,,3,v4,AF3,No,
932,O75386,TULP3,Q9BW62,KATNAL1,0.37359232,Low,0.34,77.11592,16,27,v4,AF3,No,
59,Q86WT1,IFT70A,Q8IVF4,DNAH10,0.3734562,Low,0.66,80.51063,,23,v4,AF3,No,
20,A0AVF1,IFT56,O95409,ZIC2,0.37339675,Low,0.6,81.61435,,23,v4,AF3,No,
222,Q9NQC8,IFT46,P20794,MAK,0.3729014,Low,0.4,82.51566,3,21,v4,AF3,No,
179,Q9BW83,IFT27,P10323,ACR,0.37239954,Low,0.51,83.44405,,31,v4,AF3,No,
284,Q9Y547,IFT25,Q9Y5X1,SNX9,0.37205532,Low,0.77,82.33747,,9,v4,AF3,No,
70,Q8IY31,IFT20,Q96IM9,DYDC2,0.37193808,Low,0.44,84.97823,40,55,v4,AF3,No,
397,Q96RK4,BBS4,Q8TAM2,BBS8,0.37150618,Low,0.55,70.19294,,33,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""31303482"", ""notes"": ""Y-shaped TPR scaffold; BBS8 C-term ⊥ BBS4 midsection; 4.9 Å + XL-MS"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""32510327"", ""notes"": ""BBS4 and BBS8 in BBSome body, flanking GPCR cargo binding cavity. Resolution ~3.5 Å. PDB: 6VOA, 6VNW"", ""study"": ""Yang et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31951201"", ""notes"": ""Human BBSome core; stable BBS4-BBS8 subcomplex; ~3.8 Å"", ""study"": ""Klink et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31939736"", ""notes"": ""3.1 Å; C-terminus of BBS8 binds perpendicular to midsection of BBS4 TPR; Both proteins have α-solenoid architecture (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
21,A0AVF1,IFT56,P11310,ACADM,0.3708428,Low,0.52,81.51877,,80,v4,AF3,No,
345,Q8N3I7,BBS5,O75937,DNAJC8,0.37083596,Low,0.54,85.84876,,11,v4,AF3,No,
346,Q8N3I7,BBS5,P62873,GNB1,0.3706965,Low,0.66,78.5136,,27,v4,AF3,No,
260,Q9Y366,IFT52,P13796,LCP1,0.37030676,Low,0.54,85.925285,,15,v4,AF3,No,
347,Q8N3I7,BBS5,O60828,PQBP1,0.37012985,Low,0.54,86.74871,,19,v4,AF3,No,
89,Q8N4P2,IFT70B,P35408,PTGER4,0.3686576,Low,0.6,77.00991,,29,v4,AF3,No,
933,O75386,TULP3,Q99501,GAS2L1,0.36801034,Low,0.33,81.4754,4,41,v4,AF3,No,
1005,A8MTZ0,BBIP1,Q9UNE7,STUB1,0.3675729,Low,0.46,81.94883,,22,v4,AF3,No,
